Simplified,Traditional,Pinyin,Level
通知,通知,tōngzhī,2
同时,同時,tóngshí,2
同事,同事,tóngshì,2
同样,同樣,tóngyàng,2
头,頭,tóu,2
头发,頭髮,tóufa,2
图片,圖片,túpiàn,2
推,推,tuī,2
腿,腿,tuǐ,2
外地,外地,wàidì,2
外卖,外賣,wàimài,2
完,完,wán,2
完成,完成,wánchéng,2
完全,完全,wánquán,2
晚安,晚安,wǎn'ān,2
晚报,晚報,wǎnbào,2
晚餐,晚餐,wǎncān,2
晚会,晚會,wǎnhuì,2
碗,碗,wǎn,2
万,萬,wàn,2
网,網,wǎng,2
网球,網球,wǎngqiú,2
网站,網站,wǎngzhàn,2
往,往,wǎng,2
为,為,wèi,2
为什么,為什麼,wèi shénme,2
位,位,wèi,2
味道,味道,wèidào,2
喂,喂,wèi,2
温度,溫度,wēndù,2
闻,聞,wén,2
问路,問路,wènlù,2
问题,問題,wèntí,2
午餐,午餐,wǔcān,2
午睡,午睡,wǔshuì,2
西北,西北,xīběi,2
西餐,西餐,xīcān,2
西方,西方,xīfāng,2
西南,西南,xīnán,2
西医,西醫,xīyī,2
习惯,習慣,xíguàn,2
洗衣机,洗衣機,xǐyījī,2
洗澡,洗澡,xǐzǎo,2
下,下,xià,2
下雪,下雪,xià xuě,2
下周,下週,xià zhōu,2
夏天,夏天,xiàtiān,2
相同,相同,xiāngtóng,2
相信,相信,xiāngxìn,2
响,響,xiǎng,2
想到,想到,xiǎngdào,2
想法,想法,xiǎngfǎ,2
想起,想起,xiǎngqǐ,2
向,向,xiàng,2
相机,相機,xiàngjī,2
像,像,xiàng,2
小声,小聲,xiǎo shēng,2
小时候,小時候,xiǎoshíhou,2
小说,小說,xiǎoshuō,2
小心,小心,xiǎoxīn,2
小组,小組,xiǎozǔ,2
校园,校園,xiàoyuán,2
校长,校長,xiàozhǎng,2
笑话,笑話,xiàohua,2
笑话儿,笑話兒,xiàohuar,2
鞋,鞋,xié,2
心里,心裡,xīnlǐ,2
心情,心情,xīnqíng,2
心中,心中,xīnzhōng,2
新闻,新聞,xīnwén,2
信,信,xìn,2
信号,信號,xìnhào,2
信息,信息,xìnxī,2
信心,信心,xìnxīn,2
信用卡,信用卡,xìnyòngkǎ,2
星星,星星,xīngxing,2
行动,行動,xíngdòng,2
行人,行人,xíngrén,2
行为,行為,xíngwéi,2
姓,姓,xìng,2
姓名,姓名,xìngmíng,2
休假,休假,xiūjià,2
许多,許多,xǔduō,2
选,選,xuǎn,2
学期,學期,xuéqī,2
雪,雪,xuě,2
颜色,顏色,yánsè,2
眼,眼,yǎn,2
眼睛,眼睛,yǎnjing,2
养,養,yǎng,2
样子,樣子,yàngzi,2
要求,要求,yāoqiú,2
药,藥,yào,2
药店,藥店,yàodiàn,2
药片,藥片,yàopiàn,2
药水,藥水,yàoshuǐ,2
也许,也許,yěxǔ,2
夜,夜,yè,2
夜里,夜裡,yèlǐ,2
一部分,一部分,yī bùfen,2
一定,一定,yīdìng,2
一共,一共,yīgòng,2
一会儿,一會兒,yīhuìr,2
一路平安,一路平安,yīlù-píng'ān,2
一路顺风,一路順風,yīlù-shùnfēng,2
已经,已經,yǐjīng,2
以后,以後,yǐhòu,2
以前,以前,yǐqián,2
以上,以上,yǐshàng,2
以外,以外,yǐwài,2
以为,以為,yǐwéi,2
以下,以下,yǐxià,2
椅子,椅子,yǐzi,2
一般,一般,yībān,2
一点点,一點點,yī diǎndiǎn,2
一生,一生,yīshēng,2
一直,一直,yīzhí,2
亿,億,yì,2
意见,意見,yìjiàn,2
意思,意思,yìsi,2
因为,因為,yīnwèi,2
阴,陰,yīn,2
阴天,陰天,yīntiān,2
音节,音節,yīnjié,2
音乐,音樂,yīnyuè,2
音乐会,音樂會,yīnyuèhuì,2
银行,銀行,yínháng,2
银行卡,銀行卡,yínhángkǎ,2
应该,應該,yīnggāi,2
英文,英文,Yīngwén,2
英语,英語,Yīngyǔ,2
影片,影片,yǐngpiàn,2
影响,影響,yǐngxiǎng,2
永远,永遠,yǒngyuǎn,2
油,油,yóu,2
游客,遊客,yóukè,2
友好,友好,yǒuhǎo,2
有空儿,有空兒,yǒukòngr,2
有人,有人,yǒu rén,2
有意思,有意思,yǒu yìsi,2
又,又,yòu,2
鱼,魚,yú,2
语言,語言,yǔyán,2
原来,原來,yuánlái,2
原因,原因,yuányīn,2
院,院,yuàn,2
院长,院長,yuànzhǎng,2
院子,院子,yuànzi,2
愿意,願意,yuànyì,2
月份,月份,yuèfèn,2
月亮,月亮,yuèliang,2
越,越,yuè,2
越来越,越來越,yuè lái yuè,2
云,雲,yún,2
运动,運動,yùndòng,2
咱,咱,zán,2
咱们,咱們,zánmen,2
脏,髒,zāng,2
早餐,早餐,zǎocān,2
早晨,早晨,zǎochen,2
早就,早就,zǎo jiù,2
怎么办,怎麼辦,zěnme bàn,2
怎么样,怎麼樣,zěnmeyàng,2
怎样,怎樣,zěnyàng,2
占,占,zhàn,2
站,站,zhàn,2
站住,站住,zhànzhù,2
长,長,zhǎng,2
长大,長大,zhǎngdà,2
找出,找出,zhǎochū,2
照顾,照顧,zhàogù,2
照片,照片,zhàopiàn,2
照相,照相,zhàoxiàng,2
这么,這麼,zhème,2
这样,這樣,zhèyàng,2
真正,真正,zhēnzhèng,2
正常,正常,zhèngcháng,2
正好,正好,zhènghǎo,2
正确,正確,zhèngquè,2
正是,正是,zhèngshì,2
直接,直接,zhíjiē,2
只,只,zhǐ,2
只能,只能,zhǐ néng,2
只要,只要,zhǐyào,2
纸,紙,zhǐ,2
中餐,中餐,zhōngcān,2
中级,中級,zhōngjí,2
中年,中年,zhōngnián,2
中小学,中小學,zhōng-xiǎoxué,2
中心,中心,zhōngxīn,2
中医,中醫,zhōngyī,2
重点,重點,zhòngdiǎn,2
重视,重視,zhòngshì,2
周,週,zhōu,2
周末,週末,zhōumò,2
周年,週年,zhōunián,2
主人,主人,zhǔrén,2
主要,主要,zhǔyào,2
住房,住房,zhùfáng,2
住院,住院,zhùyuàn,2
装,裝,zhuāng,2
准确,準確,zhǔnquè,2
自己,自己,zìjǐ,2
自行车,自行車,zìxíngchē,2
自由,自由,zìyóu,2
字典,字典,zìdiǎn,2
走过,走過,zǒuguò,2
走进,走進,zǒujìn,2
走开,走開,zǒukāi,2
租,租,zū,2
组,組,zǔ,2
组成,組成,zǔchéng,2
组长,組長,zǔzhǎng,2
嘴,嘴,zuǐ,2
最近,最近,zuìjìn,2
作家,作家,zuòjiā,2
作文,作文,zuòwén,2
作业,作業,zuòyè,2
作用,作用,zuòyòng,2
座,座,zuò,2
座位,座位,zuòwèi,2
做到,做到,zuòdào,2
做法,做法,zuòfǎ,2
做饭,做飯,zuòfàn,2
爱心,愛心,àixīn,3
安排,安排,ānpái,3
安装,安裝,ānzhuāng,3
按,按,àn,3
按照,按照,ànzhào,3
把,把,bǎ,3
把,把,bǎ,3
把握,把握,bǎwò,3
白,白,bái,3
白菜,白菜,báicài,3
班级,班級,bānjí,3
搬,搬,bān,3
搬家,搬家,bānjiā,3
板,板,bǎn,3
办理,辦理,bànlǐ,3
保,保,bǎo,3
保安,保安,bǎo'ān,3
保持,保持,bǎochí,3
保存,保存,bǎocún,3
保护,保護,bǎohù,3
保留,保留,bǎoliú,3
保险,保險,bǎoxiǎn,3
保证,保證,bǎozhèng,3
报,報,bào,3
报到,報到,bàodào,3
报道,報道,bàodào,3
报告,報告,bàogào,3
背,背,bēi,3
北部,北部,běibù,3
背,背,bèi,3
背后,背後,bèihòu,3
被,被,bèi,3
被子,被子,bèizi,3
本来,本來,běnlái,3
本领,本領,běnlǐng,3
本事,本事,běnshi,3
比较,比較,bǐjiào,3
比例,比例,bǐlì,3
比赛,比賽,bǐsài,3
必然,必然,bìrán,3
必要,必要,bìyào,3
变化,變化,biànhuà,3
变为,變為,biànwéi,3
标题,標題,biāotí,3
标准,標準,biāozhǔn,3
表达,表達,biǎodá,3
表格,表格,biǎogé,3
表面,表面,biǎomiàn,3
表明,表明,biǎomíng,3
表现,表現,biǎoxiàn,3
表演,表演,biǎoyǎn,3
并,並,bìng,3
并且,並且,bìngqiě,3
播出,播出,bōchū,3
播放,播放,bōfàng,3
不必,不必,bùbì,3
不断,不斷,bùduàn,3
不论,不論,bùlùn,3
补,補,bǔ,3
补充,補充,bǔchōng,3
不安,不安,bù'ān,3
不得不,不得不,bùdébù,3
不光,不光,bùguāng,3
不仅,不僅,bùjǐn,3
布,布,bù,3
步,步,bù,3
部,部,bù,3
部门,部門,bùmén,3
部长,部長,bùzhǎng,3
才能,才能,cáinéng,3
采取,採取,cǎiqǔ,3
采用,採用,cǎiyòng,3
彩色,彩色,cǎisè,3
曾经,曾經,céngjīng,3
产生,產生,chǎnshēng,3
长城,長城,Chángchéng,3
长处,長處,chángchù,3
长期,長期,chángqī,3
厂,廠,chǎng,3
场合,場合,chǎnghé,3
场所,場所,chǎngsuǒ,3
超级,超級,chāojí,3
朝,朝,cháo,3
吵,吵,chǎo,3
吵架,吵架,chǎojià,3
衬衫,襯衫,chènshān,3
衬衣,襯衣,chènyī,3
称为,稱為,chēngwéi,3
成功,成功,chénggōng,3
成果,成果,chéngguǒ,3
成就,成就,chéngjiù,3
成立,成立,chénglì,3
成熟,成熟,chéngshú,3
成员,成員,chéngyuán,3
成长,成長,chéngzhǎng,3
城,城,chéng,3
城市,城市,chéngshì,3
程度,程度,chéngdù,3
持续,持續,chíxù,3
充满,充滿,chōngmǎn,3
重,重,chóng,3
初,初,chū,3
初步,初步,chūbù,3
初级,初級,chūjí,3
初中,初中,chūzhōng,3
除了,除了,chúle,3
处理,處理,chǔlǐ,3
传,傳,chuán,3
传播,傳播,chuánbō,3
传来,傳來,chuánlái,3
传说,傳說,chuánshuō,3
创新,創新,chuàngxīn,3
创业,創業,chuàngyè,3
创造,創造,chuàngzào,3
创作,創作,chuàngzuò,3
从来,從來,cónglái,3
从前,從前,cóngqián,3
从事,從事,cóngshì,3
村,村,cūn,3
存,存,cún,3
存在,存在,cúnzài,3
错误,錯誤,cuòwù,3
达到,達到,dádào,3
打破,打破,dǎpò,3
打听,打聽,dǎting,3
大概,大概,dàgài,3
大使馆,大使館,dàshǐguǎn,3
大约,大約,dàyuē,3
大夫,大夫,dàifu,3
代,代,dài,3
代表,代表,dàibiǎo,3
代表团,代表團,dàibiǎotuán,3
带动,帶動,dàidòng,3
带领,帶領,dàilǐng,3
单元,單元,dānyuán,3
当初,當初,dāngchū,3
当地,當地,dāngdì,3
当然,當然,dāngrán,3
当中,當中,dāngzhōng,3
刀,刀,dāo,3
导演,導演,dǎoyǎn,3
到达,到達,dàodá,3
到底,到底,dàodǐ,3
得分,得分,défēn,3
等待,等待,děngdài,3
底下,底下,dǐxia,3
地区,地區,dìqū,3
电视剧,電視劇,diànshìjù,3
电视台,電視臺,diànshìtái,3
电台,電臺,diàntái,3
电子邮件,電子郵件,diànzǐ yóujiàn,3
调,調,diào,3
调查,調查,diàochá,3
订,訂,dìng,3
定期,定期,dìngqī,3
东部,東部,dōngbù,3
动力,動力,dònglì,3
动人,動人,dòngrén,3
读者,讀者,dúzhě,3
短处,短處,duǎnchù,3
短裤,短褲,duǎnkù,3
短期,短期,duǎnqī,3
断,斷,duàn,3
队员,隊員,duìyuán,3
对待,對待,duìdài,3
对方,對方,duìfāng,3
对手,對手,duìshǒu,3
对象,對象,duìxiàng,3
顿,頓,dùn,3
发表,發表,fābiǎo,3
发出,發出,fāchū,3
发达,發達,fādá,3
发动,發動,fādòng,3
发明,發明,fāmíng,3
发生,發生,fāshēng,3
发送,發送,fāsòng,3
发言,發言,fāyán,3
发展,發展,fāzhǎn,3
反对,反對,fǎnduì,3
反复,反覆,fǎnfù,3
反应,反應,fǎnyìng,3
反正,反正,fǎnzhèng,3
范围,範圍,fànwéi,3
方式,方式,fāngshì,3
防,防,fáng,3
防止,防止,fángzhǐ,3
房东,房東,fángdōng,3
房屋,房屋,fángwū,3
房租,房租,fángzū,3
访问,訪問,fǎngwèn,3
放到,放到,fàngdào,3
飞行,飛行,fēixíng,3
费,費,fèi,3
费用,費用,fèiyong,3
分别,分別,fēnbié,3
分配,分配,fēnpèi,3
分组,分組,fēn zǔ,3
丰富,豐富,fēngfù,3
风险,風險,fēngxiǎn,3
否定,否定,fǒudìng,3
否认,否認,fǒurèn,3
服装,服裝,fúzhuāng,3
福,福,fú,3
父母,父母,fùmǔ,3
父亲,父親,fùqīn,3
付,付,fù,3
负责,負責,fùzé,3
复印,複印,fùyìn,3
复杂,複雜,fùzá,3
富,富,fù,3
改进,改進,gǎijìn,3
改造,改造,gǎizào,3
概念,概念,gàiniàn,3
赶,趕,gǎn,3
赶到,趕到,gǎndào,3
赶紧,趕緊,gǎnjǐn,3
赶快,趕快,gǎnkuài,3
敢,敢,gǎn,3
感冒,感冒,gǎnmào,3
感情,感情,gǎnqíng,3
感受,感受,gǎnshòu,3
干吗,幹嗎,gànmá,3
高速,高速,gāosù,3
高速公路,高速公路,gāosù gōnglù,3
告别,告別,gàobié,3
歌迷,歌迷,gēmí,3
歌声,歌聲,gēshēng,3
歌手,歌手,gēshǒu,3
个人,個人,gèrén,3
个性,個性,gèxìng,3
各,各,gè,3
各地,各地,gèdì,3
各位,各位,gèwèi,3
各种,各種,gèzhǒng,3
各自,各自,gèzì,3
根本,根本,gēnběn,3
更加,更加,gèngjiā,3
工厂,工廠,gōngchǎng,3
工程师,工程師,gōngchéngshī,3
工夫,工夫,gōngfu,3
工具,工具,gōngjù,3
工业,工業,gōngyè,3
工资,工資,gōngzī,3
公布,公佈,gōngbù,3
公共,公共,gōnggòng,3
公开,公開,gōngkāi,3
公民,公民,gōngmín,3
公务员,公務員,gōngwùyuán,3
功夫,功夫,gōngfu,3
功课,功課,gōngkè,3
功能,功能,gōngnéng,3
共同,共同,gòngtóng,3
共有,共有,gòngyǒu,3
姑娘,姑娘,gūniang,3
古,古,gǔ,3
古代,古代,gǔdài,3
故乡,故鄉,gùxiāng,3
挂,掛,guà,3
关系,關係,guānxì,3
关注,關注,guānzhù,3
观察,觀察,guānchá,3
观看,觀看,guānkàn,3
观念,觀念,guānniàn,3
观众,觀眾,guānzhòng,3
管,管,guǎn,3
管理,管理,guǎnlǐ,3
光,光,guāng,3
光明,光明,guāngmíng,3
广播,廣播,guǎngbō,3
广大,廣大,guǎngdà,3
规定,規定,guīdìng,3
规范,規範,guīfàn,3
国内,國內,guó nèi,3
国庆,國慶,guóqìng,3
果然,果然,guǒrán,3
果汁,果汁,guǒzhī,3
过程,過程,guòchéng,3
过去,過去,guòqù,3
哈哈,哈哈,hāhā,3
海关,海關,hǎiguān,3
害怕,害怕,hàipà,3
行,行,háng,3
好好,好好,hǎohǎo,3
好奇,好奇,hàoqí,3
合,合,hé,3
合法,合法,héfǎ,3
合格,合格,hégé,3
合理,合理,hélǐ,3
合作,合作,hézuò,3
和平,和平,hépíng,3
红茶,紅茶,hóngchá,3
红酒,紅酒,hóngjiǔ,3
后果,後果,hòuguǒ,3
后面,後面,hòumiàn,3
后年,後年,hòunián,3
互联网,互聯網,hùliánwǎng,3
互相,互相,hùxiāng,3
划船,划船,huáchuán,3
华人,華人,huárén,3
话剧,話劇,huàjù,3
话题,話題,huàtí,3
欢乐,歡樂,huānlè,3
环,環,huán,3
环保,環保,huánbǎo,3
环境,環境,huánjìng,3
会议,會議,huìyì,3
会员,會員,huìyuán,3
活,活,huó,3
火,火,huǒ,3
机器,機器,jīqì,3
积极,積極,jījí,3
基本,基本,jīběn,3
基本上,基本上,jīběnshàng,3
基础,基礎,jīchǔ,3
及时,及時,jíshí,3
…极了,…極了,…jí le,3
集体,集體,jítǐ,3
集中,集中,jízhōng,3
计算,計算,jìsuàn,3
记录,記錄,jìlù,3
记者,記者,jìzhě,3
纪录,紀錄,jìlù,3
纪念,紀念,jìniàn,3
技术,技術,jìshù,3
继续,繼續,jìxù,3
加工,加工,jiāgōng,3
加快,加快,jiākuài,3
加强,加強,jiāqiáng,3
家具,家具,jiājù,3
家属,家屬,jiāshǔ,3
家乡,家鄉,jiāxiāng,3
价格,價格,jiàgé,3
价钱,價錢,jiàqián,3
价值,價值,jiàzhí,3
架,架,jià,3
坚持,堅持,jiānchí,3
坚决,堅決,jiānjué,3
坚强,堅強,jiānqiáng,3
简单,簡單,jiǎndān,3
简直,簡直,jiǎnzhí,3
建,建,jiàn,3
建成,建成,jiànchéng,3
建立,建立,jiànlì,3
建设,建設,jiànshè,3
建议,建議,jiànyì,3
将近,將近,jiāngjìn,3
将来,將來,jiānglái,3
交费,交費,jiāofèi,3
交警,交警,jiāojǐng,3
交流,交流,jiāoliú,3
交往,交往,jiāowǎng,3
交易,交易,jiāoyì,3
叫,叫,jiào,3
较,較,jiào,3
教材,教材,jiàocái,3
教练,教練,jiàoliàn,3
结实,結實,jiēshi,3
接待,接待,jiēdài,3
接近,接近,jiējìn,3
节约,節約,jiéyuē,3
结合,結合,jiéhé,3
结婚,結婚,jiéhūn,3
结束,結束,jiéshù,3
解决,解決,jiějué,3
解开,解開,jiěkāi,3
金,金,jīn,3
金牌,金牌,jīnpái,3
仅,僅,jǐn,3
仅仅,僅僅,jǐnjǐn,3
尽量,儘量,jǐnliàng,3
紧,緊,jǐn,3
紧急,緊急,jǐnjí,3
紧张,緊張,jǐnzhāng,3
进步,進步,jìnbù,3
进一步,進一步,jìnyībù,3
进展,進展,jìnzhǎn,3
近期,近期,jìnqī,3
京剧,京劇,jīngjù,3
经济,經濟,jīngjì,3
经历,經歷,jīnglì,3
经验,經驗,jīngyàn,3
经营,經營,jīngyíng,3
精彩,精彩,jīngcǎi,3
精神,精神,jīngshén,3
精神,精神,jīngshen,3
景色,景色,jǐngsè,3
警察,警察,jǐngchá,3
静,靜,jìng,3
久,久,jiǔ,3
旧,舊,jiù,3
救,救,jiù,3
就是,就是,jiùshì,3
就业,就業,jiùyè,3
举办,舉辦,jǔbàn,3
具体,具體,jùtǐ,3
具有,具有,jùyǒu,3
剧场,劇場,jùchǎng,3
据说,據說,jùshuō,3
决定,決定,juédìng,3
决赛,決賽,juésài,3
决心,決心,juéxīn,3
绝对,絕對,juéduì,3
咖啡,咖啡,kāfēi,3
开发,開發,kāifā,3
开放,開放,kāifàng,3
开始,開始,kāishǐ,3
开业,開業,kāiyè,3
开展,開展,kāizhǎn,3
看起来,看起來,kàn qǐlái,3
看上去,看上去,kàn shàngqù,3
考验,考驗,kǎoyàn,3
科技,科技,kējì,3
可靠,可靠,kěkào,3
可乐,可樂,kělè,3
克服,克服,kèfú,3
客观,客觀,kèguān,3
课程,課程,kèchéng,3
空,空,kōng,3
空调,空調,kōngtiáo,3
恐怕,恐怕,kǒngpà,3
空儿,空兒,kòngr,3
裤子,褲子,kùzi,3
快速,快速,kuàisù,3
困,困,kùn,3
困难,困難,kùnnan,3
浪费,浪費,làngfèi,3
老百姓,老百姓,lǎobǎixìng,3
老板,老闆,lǎobǎn,3
老太太,老太太,lǎotàitai,3
老头儿,老頭兒,lǎotóur,3
乐,樂,lè,3
乐观,樂觀,lèguān,3
类,類,lèi,3
类似,類似,lèisì,3
离婚,離婚,líhūn,3
里面,裡面,lǐmiàn,3
理发,理髮,lǐfà,3
理解,理解,lǐjiě,3
理论,理論,lǐlùn,3
理由,理由,lǐyóu,3
力,力,lì,3
力量,力量,lìliàng,3
立刻,立刻,lìkè,3
利用,利用,lìyòng,3
连,連,lián,3
连忙,連忙,liánmáng,3
连续,連續,liánxù,3
连续剧,連續劇,liánxùjù,3
联合,聯合,liánhé,3
联合国,聯合國,Liánhéguó,3
联系,聯繫,liánxì,3
凉水,涼水,liángshuǐ,3
了,了,liǎo,3
领,領,lǐng,3
领导,領導,lǐngdǎo,3
领先,領先,lǐngxiān,3
另外,另外,lìngwài,3
另一方面,另一方面,lìng yīfāngmiàn,3
留学,留學,liúxué,3
龙,龍,lóng,3
录,錄,lù,3
录音,錄音,lùyīn,3
路线,路線,lùxiàn,3
旅馆,旅館,lǚguǎn,3
旅行社,旅行社,lǚxíngshè,3
绿茶,綠茶,lǜchá,3
乱,亂,luàn,3
落后,落後,luòhòu,3
麻烦,麻煩,máfan,3
马,馬,mǎ,3
满足,滿足,mǎnzú,3
慢慢,慢慢,mànmàn,3
毛,毛,máo,3
毛病,毛病,máobìng,3
没用,沒用,méiyòng,3
媒体,媒體,méitǐ,3
每,每,měi,3
美,美,měi,3
美好,美好,měihǎo,3
美丽,美麗,měilì,3
美食,美食,měishí,3
美术,美術,měishù,3
美元,美元,měiyuán,3
迷,迷,mí,3
米,米,mǐ,3
面对,面對,miànduì,3
面积,面積,miànjī,3
民间,民間,mínjiān,3
民族,民族,mínzú,3
明确,明確,míngquè,3
明显,明顯,míngxiǎn,3
命运,命運,mìngyùn,3
某,某,mǒu,3
母亲,母親,mǔqīn,3
木头,木頭,mùtou,3
目标,目標,mùbiāo,3
目前,目前,mùqián,3
奶茶,奶茶,nǎichá,3
男子,男子,nánzǐ,3
南部,南部,nánbù,3
难道,難道,nándào,3
难度,難度,nándù,3
内,內,nèi,3
内容,內容,nèiróng,3
内心,內心,nèixīn,3
能不能,能不能,néng bu néng,3
能力,能力,nénglì,3
年初,年初,niánchū,3
年代,年代,niándài,3
年底,年底,niándǐ,3
年纪,年紀,niánjì,3
念,念,niàn,3
牛,牛,niú,3
农村,農村,nóngcūn,3
农民,農民,nóngmín,3
农业,農業,nóngyè,3
女子,女子,nǚzǐ,3
暖和,暖和,nuǎnhuo,3
怕,怕,pà,3
拍,拍,pāi,3
排,排,pái,3
排名,排名,páimíng,3
牌子,牌子,páizi,3
派,派,pài,3
判断,判斷,pànduàn,3
胖,胖,pàng,3
跑步,跑步,pǎobù,3
配,配,pèi,3
配合,配合,pèihé,3
批评,批評,pīpíng,3
批准,批准,pīzhǔn,3
皮,皮,pí,3
皮包,皮包,píbāo,3
啤酒,啤酒,píjiǔ,3
票价,票價,piàojià,3
评价,評價,píngjià,3
苹果,蘋果,píngguǒ,3
破,破,pò,3
破坏,破壞,pòhuài,3
普遍,普遍,pǔbiàn,3
普及,普及,pǔjí,3
期,期,qī,3
齐,齊,qí,3
其次,其次,qícì,3
其实,其實,qíshí,3
奇怪,奇怪,qíguài,3
气候,氣候,qìhòu,3
千万,千萬,qiānwàn,3
前后,前後,qiánhòu,3
前进,前進,qiánjìn,3
前面,前面,qiánmiàn,3
前往,前往,qiánwǎng,3
强,強,qiáng,3
强大,強大,qiángdà,3
强调,強調,qiángdiào,3
强烈,強烈,qiángliè,3
桥,橋,qiáo,3
巧,巧,qiǎo,3
亲,親,qīn,3
亲切,親切,qīnqiè,3
亲人,親人,qīnrén,3
亲自,親自,qīnzì,3
情感,情感,qínggǎn,3
情况,情況,qíngkuàng,3
请教,請教,qǐngjiào,3
庆祝,慶祝,qìngzhù,3
球迷,球迷,qiúmí,3
区,區,qū,3
区别,區別,qūbié,3
取消,取消,qǔxiāo,3
去世,去世,qùshì,3
全场,全場,quánchǎng,3
全面,全面,quánmiàn,3
全球,全球,quánqiú,3
缺,缺,quē,3
缺点,缺點,quēdiǎn,3
缺少,缺少,quēshǎo,3
确保,確保,quèbǎo,3
确定,確定,quèdìng,3
确实,確實,quèshí,3
裙子,裙子,qúnzi,3
群,群,qún,3
热爱,熱愛,rè'ài,3
热烈,熱烈,rèliè,3
人才,人才,réncái,3
人工,人工,réngōng,3
人类,人類,rénlèi,3
人民,人民,rénmín,3
人民币,人民幣,rénmínbì,3
人群,人群,rénqún,3
人生,人生,rénshēng,3
人员,人員,rényuán,3
认出,認出,rènchū,3
认得,認得,rènde,3
认可,認可,rènkě,3
任,任,rèn,3
任,任,rèn,3
任何,任何,rènhé,3
任务,任務,rènwu,3
仍,仍,réng,3
仍然,仍然,réngrán,3
日常,日常,rìcháng,3
容易,容易,róngyì,3
如何,如何,rúhé,3
散步,散步,sànbù,3
沙发,沙發,shāfā,3
沙子,沙子,shāzi,3
伤,傷,shāng,3
伤心,傷心,shāngxīn,3
商品,商品,shāngpǐn,3
商业,商業,shāngyè,3
上来,上來,shànglái,3
上面,上面,shàngmiàn,3
上去,上去,shàngqù,3
上升,上升,shàngshēng,3
上衣,上衣,shàngyī,3
设备,設備,shèbèi,3
设计,設計,shèjì,3
设立,設立,shèlì,3
社会,社會,shèhuì,3
身份证,身份證,shēnfènzhèng,3
深,深,shēn,3
深刻,深刻,shēnkè,3
深入,深入,shēnrù,3
升,升,shēng,3
生,生,shēng,3
生产,生產,shēngchǎn,3
生存,生存,shēngcún,3
生动,生動,shēngdòng,3
生命,生命,shēngmìng,3
生意,生意,shēngyi,3
生长,生長,shēngzhǎng,3
声明,聲明,shēngmíng,3
胜,勝,shèng,3
胜利,勝利,shènglì,3
失去,失去,shīqù,3
石头,石頭,shítou,3
石油,石油,shíyóu,3
时,時,shí,3
时代,時代,shídài,3
时刻,時刻,shíkè,3
实际上,實際上,shíjìshàng,3
实力,實力,shílì,3
实行,實行,shíxíng,3
实验,實驗,shíyàn,3
实验室,實驗室,shíyànshì,3
食品,食品,shípǐn,3
使,使,shǐ,3
始终,始終,shǐzhōng,3
世纪,世紀,shìjì,3
世界,世界,shìjiè,3
世界杯,世界杯,shìjièbēi,3
市场,市場,shìchǎng,3
事故,事故,shìgù,3
事件,事件,shìjiàn,3
事实,事實,shìshí,3
事实上,事實上,shìshíshang,3
事业,事業,shìyè,3
试题,試題,shìtí,3
试验,試驗,shìyàn,3
适合,適合,shìhé,3
适应,適應,shìyìng,3
适用,適用,shìyòng,3
室,室,shì,3
收费,收費,shōufèi,3
收看,收看,shōukàn,3
收听,收聽,shōutīng,3
收音机,收音機,shōuyīnjī,3
手续,手續,shǒuxù,3
手指,手指,shǒuzhǐ,3
首都,首都,shǒudū,3
首先,首先,shǒuxiān,3
受,受,shòu,3
受伤,受傷,shòushāng,3
书架,書架,shūjià,3
输,輸,shū,3
输入,輸入,shūrù,3
熟人,熟人,shúrén,3
属,屬,shǔ,3
属于,屬於,shǔyú,3
束,束,shù,3
数量,數量,shùliàng,3
双,雙,shuāng,3
双方,雙方,shuāngfāng,3
思想,思想,sīxiǎng,3
死,死,sǐ,3
速度,速度,sùdù,3
